State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population
Oregon,Crook,2564,10.3,0,1,0,0,23733
Oregon,Curry,3353,14.5,0,0,0,0,22889
Oregon,Deschutes,16321,8.1,0,2,0,1,191749
Oregon,Douglas,14607,13.3,0,1,0,0,110015
Oregon,Gilliam,209,10.7,0,0,0,0,1896
Oregon,Grant,987,13.9,0,0,0,0,7174
Oregon,Harney,906,12.6,0,0,0,0,7310
Oregon,Hood River,1948,8.5,0,1,0,0,23270
Oregon,Jackson,26011,11.9,0,1,0,1,218781
Oregon,Jefferson,2993,12.5,0,0,0,0,24048
Oregon,Josephine,13747,15.8,0,2,0,0,87097
Oregon,Klamath,13307,19.7,0,1,0,0,67606
Oregon,Lake,1179,15.7,0,0,0,0,7896
Oregon,Lane,54433,14.5,0,3,0,1,377749
Oregon,Lincoln,7177,14.4,0,0,0,0,49336
Oregon,Linn,14667,11.3,1,2,0,0,127216
Oregon,Malheur,5396,19.5,0,1,0,0,30632
Oregon,Marion,41191,12.1,0,4,0,1,343742
Oregon,Morrow,1337,11.5,0,0,0,0,11425
Oregon,Multnomah,89646,11.2,0,2,0,5,809869
Oregon,Polk,9497,11.1,0,0,0,0,84730
Oregon,Sherman,213,11.9,0,0,0,0,1686
Oregon,Tillamook,2920,10.8,0,0,0,0,26782
Oregon,Umatilla,8605,11.7,0,2,0,0,77319
Oregon,Union,3250,12.6,0,1,0,0,26502
Oregon,Wallowa,821,11.6,0,0,0,0,7065
Oregon,Wasco,3195,12.4,0,1,0,0,26274
Oregon,Washington,45009,7.5,0,2,0,1,595761
Oregon,Wheeler,191,14.0,0,0,0,0,1417
Oregon,Yamhill,8952,8.7,0,1,0,0,106087
Pennsylvania,Adams,7867,8.0,0,1,0,0,102627
Pennsylvania,Allegheny,123280,10.5,2,10,0,2,1218380
Pennsylvania,Armstrong,7391,11.7,0,1,0,0,65356
Pennsylvania,Beaver,14568,9.1,2,1,0,0,164781
Pennsylvania,Bedford,5177,11.0,1,0,0,0,48154
Pennsylvania,Berks,44744,10.9,0,5,0,1,419062
Pennsylvania,Blair,13608,11.6,0,2,0,0,122495
Pennsylvania,Bradford,6364,10.7,0,3,0,0,60721
Pennsylvania,Bucks,36950,6.0,0,5,0,1,627668
Pennsylvania,Butler,13624,7.4,1,3,0,0,187798
Pennsylvania,Cambria,15360,12.5,0,2,0,0,131611
Pennsylvania,Cameron,574,13.5,0,0,0,0,4512
Pennsylvania,Carbon,7168,11.3,0,2,0,0,63964
Pennsylvania,Centre,18339,12.9,0,1,0,0,162264
Pennsylvania,Chester,26903,5.2,1,6,0,1,521980
Pennsylvania,Clarion,4689,12.8,1,1,0,0,38633
Pennsylvania,Clearfield,10386,14.3,4,0,0,0,79466
Pennsylvania,Clinton,4835,13.4,0,0,0,0,38549
Pennsylvania,Columbia,7149,11.7,0,2,0,0,65390
Pennsylvania,Crawford,10190,12.7,2,1,0,0,85074
Pennsylvania,Cumberland,18630,7.6,0,4,0,0,251487
Pennsylvania,Dauphin,31903,11.6,0,3,0,1,277071
Pennsylvania,Delaware,50715,9.3,0,3,0,1,565328
Pennsylvania,Elk,2426,8.3,2,0,0,0,30077
Pennsylvania,Erie,34469,13.4,2,5,0,0,272046
Pennsylvania,Fayette,23301,18.7,0,2,0,0,130329
Pennsylvania,Forest,1037,22.9,0,0,0,0,7190
Pennsylvania,Franklin,14354,9.4,0,3,0,0,154954
Pennsylvania,Fulton,1516,10.6,0,0,0,0,14492
Pennsylvania,Greene,4154,12.7,1,0,0,0,36484
Pennsylvania,Huntingdon,4234,10.7,0,2,0,0,45145
Pennsylvania,Indiana,10570,13.4,0,2,0,0,84463
Pennsylvania,Jefferson,4669,11.0,0,1,0,0,43570
Pennsylvania,Juniata,2423,10.0,0,1,0,0,24657
Pennsylvania,Lackawanna,24549,12.2,3,0,0,0,210162
Pennsylvania,Lancaster,40963,7.7,0,5,0,0,543050
Pennsylvania,Lawrence,10676,12.9,4,1,0,0,86148
Pennsylvania,Lebanon,12360,9.0,0,0,0,0,140410
Pennsylvania,Lehigh,42385,11.7,0,1,0,1,367338
Pennsylvania,Luzerne,46287,15.1,1,3,0,0,317547
Pennsylvania,Lycoming,14273,13.2,0,1,0,0,114014
Pennsylvania,McKean,5187,13.9,0,0,0,0,41021
Pennsylvania,Mercer,12677,12.4,5,2,0,0,110519
Pennsylvania,Mifflin,5992,13.2,0,1,0,0,46179
Pennsylvania,Monroe,17353,10.5,0,1,0,0,168824
Pennsylvania,Montgomery,45874,5.6,1,5,0,1,827180
Pennsylvania,Montour,1551,9.0,0,0,0,0,18178
Pennsylvania,Northampton,22304,7.6,0,1,0,1,304233
Pennsylvania,Northumberland,10489,12.1,1,1,0,0,91234
Pennsylvania,Perry,3858,8.5,1,0,0,0,46133
Pennsylvania,Philadelphia,296836,19.4,0,4,0,4,1581531
Pennsylvania,Pike,5143,9.3,0,1,0,0,55660
Pennsylvania,Potter,1977,12.2,0,0,0,0,16685
Pennsylvania,Schuylkill,16956,12.7,0,3,0,0,141935
Pennsylvania,Snyder,3797,10.1,0,0,0,0,40452
Pennsylvania,Somerset,7952,11.7,0,1,0,0,73844
Pennsylvania,Sullivan,708,12.3,0,0,0,0,6038
Pennsylvania,Susquehanna,4580,11.6,0,1,0,0,40604
Pennsylvania,Tioga,4493,11.5,0,0,0,0,40759
Pennsylvania,Union,3997,11.1,0,1,0,0,44831
Pennsylvania,Venango,6886,14.0,0,1,0,0,51355
Pennsylvania,Warren,4232,11.1,0,1,0,0,39466
Pennsylvania,Washington,17444,8.6,1,1,0,0,207081
Pennsylvania,Wayne,4997,10.5,0,0,0,0,51268
Pennsylvania,Westmoreland,31545,9.3,0,4,0,0,350722
Pennsylvania,Wyoming,2697,10.4,0,1,0,0,27078
Pennsylvania,York,31392,7.1,0,4,0,1,447628
RhodeIsland,Bristol,3747,8.2,0,0,0,0,48645
RhodeIsland,Kent,12295,7.5,0,0,0,0,164122
RhodeIsland,Newport,7413,9.5,0,0,0,0,82731
RhodeIsland,Providence,75510,12.4,0,2,0,2,636161
RhodeIsland,Washington,9341,7.8,0,1,0,0,126139
SouthCarolina,Abbeville,3628,15.3,0,0,0,0,24582
SouthCarolina,Aiken,22201,13.0,0,1,0,0,169947
SouthCarolina,Allendale,2342,31.6,0,0,0,0,8789
SouthCarolina,Anderson,28177,14.0,0,1,0,0,200183
SouthCarolina,Bamberg,2766,21.0,0,0,0,0,14236
SouthCarolina,Barnwell,4418,21.6,0,0,0,0,21170
SouthCarolina,Beaufort,18245,9.6,0,3,0,0,189732
SouthCarolina,Berkeley,25655,11.1,0,0,0,0,222103
SouthCarolina,Calhoun,2240,15.5,0,0,0,0,14608
SouthCarolina,Charleston,48326,11.9,0,3,0,0,407543
SouthCarolina,Cherokee,8181,14.6,0,1,0,0,57110
SouthCarolina,Chester,5859,18.3,0,0,0,0,32260
SouthCarolina,Chesterfield,8879,19.7,0,0,0,0,45833
SouthCarolina,Clarendon,5901,18.4,0,0,0,0,33865
SouthCarolina,Colleton,7437,20.1,0,0,0,0,37624
SouthCarolina,Darlington,12327,18.9,0,0,0,0,66858
SouthCarolina,Dillon,6636,22.2,0,1,0,0,30473
SouthCarolina,Dorchester,19791,12.1,0,1,0,0,161309
SouthCarolina,Edgefield,4161,16.8,0,0,0,0,27021
SouthCarolina,Fairfield,3820,17.6,0,0,0,0,22406
SouthCarolina,Florence,23016,17.1,0,1,0,0,138237
SouthCarolina,Georgetown,9475,15.1,0,1,0,0,62150
SouthCarolina,Greenville,63371,12.1,0,3,1,0,516126
SouthCarolina,Greenwood,11250,16.4,0,1,0,0,70672
SouthCarolina,Hampton,3486,19.6,0,0,0,0,19223
SouthCarolina,Horry,46156,12.8,0,3,0,0,344186
SouthCarolina,Jasper,5584,18.4,0,1,0,0,29558
SouthCarolina,Kershaw,9620,14.4,0,0,0,0,65926
SouthCarolina,Lancaster,11249,11.4,0,1,0,0,95378
SouthCarolina,Laurens,12132,18.4,0,0,0,0,66990
SouthCarolina,Lee,3470,23.0,0,0,0,0,17144
SouthCarolina,Lexington,31262,10.4,0,1,0,0,295033
SouthCarolina,Marion,6516,21.8,0,0,0,0,30954
SouthCarolina,Marlboro,6001,26.0,0,0,0,0,26376
SouthCarolina,McCormick,1443,17.0,0,0,0,0,9495
SouthCarolina,Newberry,6100,16.4,0,1,0,0,38329
SouthCarolina,Oconee,8833,11.1,0,1,0,0,78314
SouthCarolina,Orangeburg,15695,19.1,0,1,0,0,86953
SouthCarolina,Pickens,18343,15.3,0,2,0,0,125381
SouthCarolina,Richland,62651,16.0,0,2,1,0,414660
SouthCarolina,Saluda,3495,17.4,0,0,0,0,20292
SouthCarolina,Spartanburg,45129,14.2,0,1,0,0,313791
SouthCarolina,Sumter,21301,20.5,0,2,0,0,106675
SouthCarolina,Union,3949,14.9,1,0,0,0,27325
SouthCarolina,Williamsburg,7341,25.4,0,0,0,0,30810
SouthCarolina,York,25145,8.8,0,1,0,0,273887
SouthDakota,Aurora,268,10.2,0,0,0,0,2757
SouthDakota,Beadle,2291,12.6,0,1,0,0,18338
SouthDakota,Bennett,952,28.3,0,0,0,0,3430
SouthDakota,Bon Homme,812,15.0,0,0,0,0,6914
SouthDakota,Brookings,3186,9.9,0,2,0,0,35115
SouthDakota,Brown,3399,9.1,0,0,0,0,38988
SouthDakota,Brule,706,13.7,0,0,0,0,5233
SouthDakota,Buffalo,638,32.8,0,0,0,0,2005
SouthDakota,Butte,1307,12.5,0,0,0,0,10295
SouthDakota,Campbell,148,10.7,0,0,0,0,1458
SouthDakota,Charles Mix,2128,24.0,0,0,0,0,9324
SouthDakota,Clark,442,12.3,0,0,0,0,3715
SouthDakota,Clay,1962,16.2,0,0,0,0,14076
SouthDakota,Codington,2499,9.0,0,0,0,0,28133
SouthDakota,Corson,1492,37.1,0,0,0,0,4106
SouthDakota,Custer,847,9.7,0,0,0,0,8826
SouthDakota,Davison,2032,10.7,0,0,0,0,19890
SouthDakota,Day,672,12.9,0,0,0,0,5452
SouthDakota,Deuel,408,9.5,0,0,0,0,4309
SouthDakota,Dewey,1436,24.9,0,0,0,0,5841
SouthDakota,Douglas,329,11.8,0,0,0,0,2913
SouthDakota,Edmunds,446,12.2,0,0,0,0,3876
SouthDakota,FallRiver,1002,15.4,0,0,0,0,6721
SouthDakota,Faulk,402,18.7,0,0,0,0,2315
SouthDakota,Grant,649,9.3,0,0,0,0,7125
SouthDakota,Gregory,630,15.1,0,0,0,0,4193
SouthDakota,Haakon,213,11.7,0,0,0,0,1935
SouthDakota,Hamlin,537,8.9,0,0,0,0,6104
SouthDakota,Hand,281,9.1,0,0,0,0,3064
SouthDakota,Hanson,350,10.4,0,0,0,0,3423
SouthDakota,Harding,142,11.0,0,0,0,0,1178
SouthDakota,Hughes,1562,9.4,0,1,0,0,17560
SouthDakota,Hutchinson,873,12.8,0,0,0,0,7308
SouthDakota,Hyde,143,11.5,0,0,0,0,1446
SouthDakota,Jackson,944,28.7,0,0,0,0,3296
SouthDakota,Jerauld,276,14.4,0,0,0,0,2009
SouthDakota,Jones,139,14.9,0,0,0,0,873
SouthDakota,Kingsbury,498,10.2,0,0,0,0,4936
SouthDakota,Lake,1173,9.9,0,0,0,0,12747
SouthDakota,Lawrence,2918,11.5,0,1,0,0,25806
SouthDakota,Lincoln,2831,4.5,0,0,0,0,58887
SouthDakota,Lyman,896,23.9,0,0,0,0,3831
SouthDakota,Marshall,624,13.2,0,0,0,0,4881
SouthDakota,McCook,511,9.6,0,0,0,0,5543
SouthDakota,McPherson,407,18.4,0,0,0,0,2316
SouthDakota,Meade,2416,8.7,0,0,0,0,28149
SouthDakota,Mellette,608,29.9,0,0,0,0,2065
SouthDakota,Miner,271,12.6,0,0,0,0,2213
SouthDakota,Minnehaha,15537,8.1,0,4,1,0,191682
SouthDakota,Moody,602,9.4,0,0,0,0,6508
SouthDakota,OglalaLakota,5338,38.1,0,0,0,0,14277
SouthDakota,Pennington,13734,12.1,0,2,0,0,112504
SouthDakota,Perkins,430,15.4,0,0,0,0,2996
SouthDakota,Potter,196,9.4,0,0,0,0,2311
SouthDakota,Roberts,1803,17.8,0,0,0,0,10310
SouthDakota,Sanborn,307,13.7,0,0,0,0,2372
SouthDakota,Spink,775,12.8,0,0,0,0,6438
SouthDakota,Stanley,233,7.5,0,0,0,0,3058
SouthDakota,Sully,109,7.8,0,0,0,0,1278
SouthDakota,Todd,4360,42.5,0,0,0,0,10308
SouthDakota,Tripp,1014,19.3,0,0,0,0,5448
SouthDakota,Turner,724,8.8,0,0,0,0,8325
SouthDakota,Union,955,5.9,0,0,0,0,15659
SouthDakota,Walworth,774,15.0,0,0,0,0,5431
SouthDakota,Yankton,2153,10.4,0,0,0,0,22746
SouthDakota,Ziebach,1166,43.9,0,0,0,0,2767
Tennessee,Anderson,10155,13.3,0,1,0,0,76513
Tennessee,Bedford,6417,13.0,0,1,0,0,48937
Tennessee,Benton,2675,16.9,0,1,0,0,16133
Tennessee,Bledsoe,2588,20.8,0,0,0,0,14961
Tennessee,Blount,12219,9.2,0,1,0,0,131641
Tennessee,Bradley,14675,13.8,0,1,0,0,106924
Tennessee,Campbell,7807,20.0,0,2,0,0,39818
Tennessee,Cannon,1954,13.3,0,0,0,0,14374
Tennessee,Carroll,4417,16.7,0,1,0,0,27841
Tennessee,Carter,8877,16.1,0,1,0,0,56452
Tennessee,Cheatham,3523,8.7,0,0,0,0,40539
Tennessee,Chester,2463,15.2,0,0,0,0,17260
Tennessee,Claiborne,5779,18.9,0,0,0,0,31827
Tennessee,Clay,1586,21.0,0,0,0,0,7640
Tennessee,Cocke,7044,19.7,0,1,0,0,35797
Tennessee,Coffee,7811,13.8,1,1,0,0,56024
Tennessee,Crockett,2115,15.2,0,0,0,0,14310
Tennessee,Cumberland,7274,12.0,0,1,0,0,60016
Tennessee,Davidson,85618,12.8,0,2,2,0,690540
Tennessee,Decatur,1936,17.1,0,0,0,0,11663
Tennessee,DeKalb,3591,17.5,0,0,0,0,20104
Tennessee,Dickson,5916,11.0,0,1,0,0,53289
Tennessee,Dyer,6022,16.7,0,1,0,0,37201
Tennessee,Fayette,4210,10.2,0,0,0,0,40612
Tennessee,Fentress,3568,19.4,0,0,0,0,18405
Tennessee,Franklin,5596,13.9,0,1,0,0,41999
Tennessee,Gibson,6397,13.4,0,1,0,0,49193
Tennessee,Giles,3606,12.5,0,1,0,0,29403
Tennessee,Grainger,3321,14.2,0,0,0,0,23268
Tennessee,Greene,11156,16.4,0,1,0,0,69077
Tennessee,Grundy,2407,18.2,0,1,0,0,13371
Tennessee,Hamblen,9561,15.0,0,1,0,0,64479
Tennessee,Hamilton,48007,13.3,0,2,0,0,364718
Tennessee,Hancock,1808,28.6,0,0,0,0,6568
Tennessee,Hardeman,4612,22.0,0,0,0,0,25247
Tennessee,Hardin,3736,14.8,0,0,0,0,25665
Tennessee,Hawkins,8674,15.5,0,1,0,0,56735
Tennessee,Haywood,3133,18.7,0,0,0,0,17391
Tennessee,Henderson,4034,14.6,0,0,0,0,27956
Tennessee,Henry,5583,17.8,0,1,0,0,32251
Tennessee,Hickman,3439,14.4,0,0,0,0,25017
Tennessee,Houston,1266,15.6,0,0,0,0,8201
Tennessee,Humphreys,2528,13.9,0,0,0,0,18528
Tennessee,Jackson,1950,16.8,0,0,0,0,11767
Tennessee,Jefferson,6948,12.9,0,1,0,0,54162
Tennessee,Johnson,3005,18.6,0,1,0,0,17755
Tennessee,Knox,50345,10.9,0,2,2,0,466184
Tennessee,Lake,1725,36.4,0,1,0,0,7273
Tennessee,Lauderdale,4595,19.8,0,0,0,0,25689
Tennessee,Lawrence,6651,15.2,0,0,0,0,43780
Tennessee,Lewis,1741,14.3,0,0,0,0,12131
Tennessee,Lincoln,4239,12.4,0,1,0,0,34158
Tennessee,Loudon,5736,10.6,0,0,0,0,53169
Tennessee,Macon,4069,16.7,0,0,0,0,24208
Tennessee,Madison,20847,22.2,0,1,0,0,97838
Tennessee,Marion,4186,14.7,0,0,0,0,28639
Tennessee,Marshall,4194,12.1,0,1,0,0,33708
Tennessee,Maury,9763,9.9,0,1,0,0,94615
Tennessee,McMinn,7439,14.0,0,1,0,0,53392
Tennessee,McNairy,3792,15.0,0,0,0,0,25814
Tennessee,Meigs,1978,16.0,0,0,0,0,12237
Tennessee,Monroe,6396,13.8,0,0,0,0,46413
Tennessee,Montgomery,22576,10.8,0,1,0,0,204992
Tennessee,Moore,620,9.8,0,0,0,0,6396
Tennessee,Morgan,3598,18.8,0,0,0,0,21538
Tennessee,Obion,4483,15.1,0,0,0,0,30343
Tennessee,Overton,3611,16.3,0,0,0,0,22171
Tennessee,Perry,1281,16.1,0,0,0,0,8020
Tennessee,Pickett,822,16.5,0,0,0,0,5068
Tennessee,Polk,2044,12.4,0,0,0,0,16807
Tennessee,Putnam,13250,17.0,0,1,0,0,78542
Tennessee,Rhea,4855,15.0,0,2,0,0,32964
Tennessee,Roane,7178,13.5,0,0,0,0,53331
Tennessee,Robertson,6546,9.2,0,2,0,0,70982
Tennessee,Rutherford,29418,8.8,0,1,0,0,324139
Tennessee,Scott,4292,19.8,0,0,0,0,22020
Tennessee,Sequatchie,2402,16.1,0,1,0,0,14936
Tennessee,Sevier,13485,13.8,0,1,0,0,98007
Tennessee,Shelby,174664,19.1,1,3,3,0,936611
Tennessee,Smith,2336,11.7,0,1,0,0,19926
Tennessee,Stewart,1798,13.2,0,0,0,0,13553
Tennessee,Sullivan,21301,13.6,0,2,1,0,157707
Tennessee,Sumner,18595,9.6,0,1,0,0,187680
Tennessee,Tipton,7698,12.7,0,0,0,0,61562
Tennessee,Trousdale,1361,15.4,0,1,0,0,10910
Tennessee,Unicoi,2812,16.2,0,1,0,0,17821
Tennessee,Union,3363,16.9,0,0,0,0,19678
Tennessee,Van Buren,931,16.1,0,0,0,0,5813
Tennessee,Warren,6761,16.5,0,0,0,0,40971
Tennessee,Washington,16625,13.2,0,2,0,0,128874
Tennessee,Wayne,2883,20.2,0,0,0,0,16638
Tennessee,Weakley,5328,16.9,0,1,0,0,33377
Tennessee,White,3753,13.8,0,1,0,0,27087
Tennessee,Williamson,10080,4.1,0,0,0,0,232380
Tennessee,Wilson,11645,8.0,0,0,0,0,140604
Texas,Anderson,9242,20.9,0,1,0,0,57917
Texas,Andrews,1722,9.2,0,1,0,0,18227
Texas,Angelina,14330,17.0,0,1,0,0,87119
Texas,Aransas,3986,17.1,0,1,0,0,24220
Texas,Archer,596,6.9,0,0,0,0,8754
Texas,Armstrong,169,9.3,0,0,0,0,1950
Texas,Atascosa,7618,14.9,0,0,0,0,50194
Texas,Austin,3378,11.4,0,1,0,0,29892
Texas,Bailey,945,14.4,0,0,0,0,6916
Texas,Bandera,2588,11.0,0,0,0,0,22770
Texas,Bastrop,9596,10.8,0,1,0,0,86839
Texas,Baylor,526,15.3,0,0,0,0,3560
Texas,Bee,5685,23.1,0,0,0,0,32609
Texas,Bell,52839,14.7,0,2,0,0,355700
Texas,Bexar,297131,15.0,1,11,3,0,1978826
Texas,Blanco,1199,9.8,0,0,0,0,11733
Texas,Borden,53,7.5,0,0,0,0,653
Texas,Bosque,2280,12.5,0,0,0,0,18428
Texas,Bowie,15191,17.4,0,1,0,0,93622
Texas,Brazoria,30696,8.3,0,1,0,0,368062
Texas,Brazos,48484,22.3,0,2,0,0,226370
Texas,Brewster,1282,14.0,0,0,0,0,9231
Texas,Briscoe,199,13.4,0,0,0,0,1348
Texas,Brooks,1978,28.7,0,0,0,0,7100
Texas,Brown,5642,15.6,0,1,0,0,37805
Texas,Burleson,2398,13.1,0,0,0,0,18237
Texas,Burnet,4598,9.5,0,1,0,0,47548
Texas,Caldwell,5373,12.7,0,0,0,0,42817
Texas,Calhoun,2565,12.4,0,1,0,0,21470
Texas,Callahan,1698,12.2,0,0,0,0,13959
Texas,Cameron,102649,24.4,0,0,0,0,422135
Texas,Camp,2167,16.7,0,0,0,0,12938
Texas,Carson,483,8.3,0,0,0,0,5957
Texas,Cass,5205,17.7,0,0,0,0,30002
Texas,Castro,1121,15.3,0,0,0,0,7561
Texas,Chambers,4224,9.3,0,0,0,0,42571
Texas,Cherokee,8336,16.7,0,1,0,0,52341
Texas,Childress,1156,21.4,0,0,0,0,7219
Texas,Clay,1156,11.1,0,0,0,0,10444
Texas,Cochran,546,19.2,0,0,0,0,2860
Texas,Coke,373,11.4,0,0,0,0,3298
Texas,Coleman,1291,16.0,0,0,0,0,8281
Texas,Collin,65922,6.2,0,2,0,0,1006038
Texas,Collingsworth,476,16.9,0,0,0,0,2939
Texas,Colorado,2706,12.7,0,0,0,0,21357
Texas,Comal,12293,7.5,0,3,0,0,148921
Texas,Comanche,2157,15.9,0,0,0,0,13597
Texas,Concho,374,13.5,0,0,0,0,3018
Texas,Cooke,4589,11.3,0,1,0,0,40428
Texas,Coryell,8083,12.7,0,1,0,0,75576
Texas,Cottle,243,17.9,0,0,0,0,1624
Texas,Crane,421,9.0,0,0,0,0,4739
Texas,Crockett,431,12.4,0,0,0,0,3393
Texas,Crosby,1087,19.8,0,0,0,0,5753
Texas,Culberson,397,18.6,0,0,0,0,2183
Texas,Dallam,798,11.1,0,1,0,0,7272
Texas,Dallas,357084,13.7,0,12,3,0,2622634
Texas,Dawson,2126,18.7,0,0,0,0,12849
Texas,DeafSmith,2791,15.5,0,0,0,0,18617
Texas,Delta,753,14.3,0,0,0,0,5277
Texas,Denton,62596,6.9,0,4,0,0,861690
Texas,DeWitt,3761,20.5,0,0,0,0,20217
Texas,Dickens,344,18.9,0,0,0,0,2182
Texas,Dimmit,2501,25.5,0,1,0,0,10232
Texas,Donley,502,16.3,0,0,0,0,3317
Texas,Duval,2087,20.0,0,0,0,0,11194
Texas,Eastland,2998,17.0,0,0,0,0,18289
Texas,Ector,22439,13.6,0,2,0,0,162067
Texas,Edwards,366,19.1,0,0,0,0,1944
Texas,ElPaso,145103,17.6,0,3,2,0,836915
Texas,Ellis,14973,7.9,0,1,0,0,179484
Texas,Erath,5006,12.6,0,1,0,0,42226
Texas,Falls,3056,20.0,0,0,0,0,17281
Texas,Fannin,5075,15.4,0,1,0,0,35046
Texas,Fayette,2369,9.4,0,0,0,0,25247
Texas,Fisher,501,13.3,0,0,0,0,3827
Texas,Floyd,995,17.7,0,0,0,0,5782
Texas,Foard,184,16.8,0,0,0,0,1207
Texas,FortBend,61776,7.4,0,1,0,0,790892
Texas,Franklin,1384,12.9,0,1,0,0,10767
Texas,Freestone,2421,13.3,0,0,0,0,19744
Texas,Frio,3776,22.3,0,0,0,0,20013
Texas,Gaines,2421,11.1,0,0,0,0,21077
Texas,Galveston,33751,9.9,0,4,0,0,337600
Texas,Garza,898,20.6,0,0,0,0,6028
Texas,Gillespie,2450,9.2,0,1,0,0,26668
Texas,Glasscock,105,7.3,0,0,0,0,1447
Texas,Goliad,993,13.2,0,0,0,0,7578
Texas,Gonzales,2947,14.3,0,0,0,0,20828
Texas,Gray,2797,14.2,0,1,0,0,22063
Texas,Grayson,18505,13.6,0,1,0,0,133527
Texas,Gregg,21845,18.1,0,1,0,0,123633
Texas,Grimes,4081,15.3,0,0,0,0,28447
Texas,Guadalupe,14311,8.5,0,1,0,0,163030
Texas,Hale,5321,17.6,0,1,0,0,33463
Texas,Hall,537,18.6,0,0,0,0,3025
Texas,Hamilton,1234,14.7,0,1,0,0,8434
Texas,Hansford,558,10.7,0,0,0,0,5431
Texas,Hardeman,600,15.0,0,0,0,0,3958
Texas,Hardin,6032,10.4,0,0,0,0,57356
Texas,Harris,747146,15.9,0,22,5,0,4680609
Texas,Harrison,10136,15.6,0,1,0,0,66547
Texas,Hartley,409,9.5,0,0,0,0,5588
Texas,Haskell,1041,20.0,0,1,0,0,5711
Texas,Hays,22434,9.6,0,2,0,0,222827
Texas,Hemphill,354,9.5,0,0,0,0,3901
Texas,Henderson,11681,14.2,0,0,0,0,81969
Texas,Hidalgo,207104,23.9,0,2,1,0,861137
Texas,Hill,5078,14.0,0,0,0,0,36109
Texas,Hockley,2841,12.9,0,0,0,0,22986
Texas,Hood,5919,9.4,0,1,0,0,60025
Texas,Hopkins,4652,12.7,0,1,0,0,36708
Texas,Houston,4040,20.0,0,0,0,0,22942
Texas,Howard,4821,15.7,0,1,0,0,36213
Texas,Hudspeth,1163,24.2,0,0,0,0,4687
Texas,Hunt,12240,12.6,0,1,0,0,96202
Texas,Hutchinson,2455,12.1,0,0,0,0,21105
Texas,Irion,107,6.9,0,0,0,0,1553
Texas,Jack,1075,13.6,0,0,0,0,8888
Texas,Jackson,1849,12.7,0,0,0,0,14822
Texas,Jasper,5960,17.3,0,1,0,0,35562
Texas,JeffDavis,474,22.2,0,0,0,0,2245
Texas,Jefferson,42858,18.3,0,2,0,0,253136
Texas,JimHogg,1035,20.1,0,0,0,0,5187
Texas,JimWells,8051,20.1,0,0,0,0,40796
Texas,Johnson,16676,9.5,0,1,0,0,171359
Texas,Jones,2892,19.5,0,0,0,0,19874
Texas,Karnes,2254,17.5,0,0,0,0,15547
Texas,Kaufman,12958,9.2,0,1,0,0,129792
Texas,Kendall,3233,6.7,0,2,0,0,45491
Texas,Kenedy,41,10.8,0,0,0,0,391
Texas,Kent,82,11.3,0,0,0,0,704
Texas,Kerr,5927,11.6,0,1,0,0,52195
Texas,Kimble,687,15.7,0,0,0,0,4375
Texas,King,35,12.4,0,0,0,0,279
Texas,Kinney,597,17.9,0,0,0,0,3674
Texas,Kleberg,6030,20.8,0,0,0,0,30725
Texas,Knox,582,16.3,0,0,0,0,3679
Texas,LaSalle,1402,24.0,0,0,0,0,7551
Texas,Lamar,9653,19.6,0,1,0,0,49705
Texas,Lamb,2200,17.6,0,0,0,0,13018
Texas,Lampasas,2159,10.0,0,0,0,0,21152
Texas,Lavaca,2086,10.6,0,0,0,0,20072
Texas,Lee,1798,10.6,0,0,0,0,17174
Texas,Leon,2395,13.8,0,0,0,0,17325
Texas,Liberty,12444,14.4,0,0,0,0,86173
Texas,Limestone,3647,16.8,0,1,0,0,23364
Texas,Lipscomb,348,11.3,0,0,0,0,3301
Texas,LiveOak,1893,17.0,0,0,0,0,12175
Texas,Llano,2384,10.9,0,1,0,0,21452
Texas,Loving,7,3.9,0,0,0,0,117
Texas,Lubbock,47957,15.8,0,3,0,0,308392
Texas,Lynn,860,14.4,0,0,0,0,5886
Texas,Madison,2069,17.4,0,0,0,0,14329
Texas,Marion,1957,20.0,0,0,0,0,9987
Texas,Martin,643,11.1,0,0,0,0,5676
Texas,Mason,424,9.8,0,0,0,0,4248
Texas,Matagorda,6286,17.3,0,1,0,0,36791
Texas,Maverick,11439,20.0,0,0,0,0,58098
Texas,McCulloch,1243,16.2,0,1,0,0,7970
Texas,McLennan,42552,17.0,0,1,0,0,254045
Texas,McMullen,69,9.7,0,0,0,0,724
Texas,Medina,5600,11.2,0,0,0,0,50869
Texas,Menard,398,19.1,0,0,0,0,2108
Texas,Midland,17070,9.7,0,1,0,0,171238
Texas,Milam,4208,17.4,0,1,0,0,24797
Texas,Mills,675,14.4,0,1,0,0,4877
Texas,Mitchell,1259,18.7,0,0,0,0,8256
Texas,Montague,2449,12.4,0,1,0,0,19640
Texas,Montgomery,51122,8.2,0,4,0,0,590188
Texas,Moore,2160,10.6,0,1,0,0,21169
Texas,Morris,2085,17.0,1,0,0,0,12357
Texas,Motley,192,16.3,0,0,0,0,1362
Texas,Nacogdoches,11695,19.5,0,1,0,0,65080
Texas,Navarro,7383,14.8,0,1,0,0,49475
Texas,Newton,2699,21.3,0,0,0,0,13788
Texas,Nolan,2480,17.2,0,1,0,0,14901
Texas,Nueces,62210,17.5,0,4,1,0,362151
