id,store_name,store_number,contact_info,address,state,country,county,email,store_hours,dealer_website,image,additional_information,lat,lng,so_id
44018,Pregnancy Resource Center East,na,na,"2802 Garth Rd, Ste 209 Baytown, TX 77521",Texas,United States,Harris,na,na,na,na,na,29.7523,-94.9779,2
44017,Women's Pregnancy Center of Matagorda County,na,na,"3107 Ave F
Bay City, TX 77414",Texas,United States,Matagorda,na,na,na,na,na,28.972,-95.9694,2
44016,Bastrop Pregnancy Resource Center,na,na,"2007 N Main St
Bastrop, TX 78602",Texas,United States,Bastrop,na,na,na,na,na,30.1317,-97.3208,2
44015,Gabriel Project Life Center,na,na,"1625 Rutherford Ln 
Austin, TX 78754",Texas,United States,Travis,na,na,na,na,na,30.3345,-97.681,2
44014,The Source,na,na,"8401 N Interstate Hwy 35
Austin , TX 78757",Texas,United States,Travis,na,na,na,na,na,30.2679,-97.7339,2
44013,St John Paul II Life Center,na,na,"1600 Ste 38th St, Ste 110
Austin, TX 78731",Texas,United States,Travis,na,na,na,na,na,30.3092,-97.7498,2
44012,TruCare Women's Clinic,na,na,"209 E Ben White Blvd, Ste 201
Austin, TX 78704",Texas,United States,Travis,na,na,na,na,na,30.2206,-97.7614,2
44011,Heart of Texas Pregnancy Resource Center,na,na,"6448 US 290 E, Ste B-110
Austin, TX 78723",Texas,United States,Travis,na,na,na,na,na,30.3232,-97.6952,2
44010,Trotter House,na,na,"2717 Rio Grande St
Austin, TX 78705",Texas,United States,Travis,na,na,na,na,na,30.2932,-97.7439,2
44009,Metroplex Women's Clinic,na,na,"5150 S Collins
Arlington, TX 76018",Texas,United States,Tarrant,na,na,na,na,na,32.661,-97.0905,2
44008,Metroplex Women's Clinic,na,na,"7603 US Hwy 287 Frontage Rd
Arlington, TX 760001",Texas,United States,Tarrant,na,na,na,na,na,32.6225,-97.1661,2
44007,Metroplex Women's Clinic,na,na,"2810 NW Green Oaks Blvd
Arlington, TX 76012",Texas,United States,Tarrant,na,na,na,na,na,32.757,-97.15,2
44006,The Life Center,na,na,"1412 NE Mustang Dr Andrews, TX 79714",Texas,United States,Andrews,na,na,na,na,na,32.3366,-102.543,2
44005,Amarillo Agency for Women,na,na,"2514 SW 45th Ave
Amarillo, TX 79110",Texas,United States,Randall,na,na,na,na,na,35.1642,-101.865,2
44004,Hope Choice Pregnancy Centers and Mentoring Programs,na,na,"6709 Woodward St Amarillo, TX 79106",Texas,United States,Potter,na,na,na,na,na,35.1936,-101.912,2
44003,Hope Choice Pregnancy Centers and Mentoring Programs,na,na,"1501 S Taylor St Amarillo, TX 79102",Texas,United States,Potter,na,na,na,na,na,35.1979,-101.837,2
44001,Pregnancy Resources of Abilene,na,na,"2110 N Willis St Abilene, TX 79603",Texas,United States,Taylor,na,na,na,na,na,32.4732,-99.765,2
43067,Crisis Pregnancy Assistance,na,na,"2178 New Tullahoma Hwy Manchester, TN 37355",Tennessee,United States,Coffee,na,na,na,na,na,35.4475,-86.0973,1
43066,Birthright of Memphis,na,na,"6075 Winchester Rd
Memphis, TN 38115",Tennessee,United States,Shelby,na,na,na,na,na,35.0484,-89.861,1
43065,Life Choices,na,na,"37 Sunrise Park
Winchester, TN 37398",Tennessee,United States,Franklin,na,na,na,na,na,35.1769,-86.0803,2
43064,Birth Choice,na,na,"1281 Hwy 45 By-Pass
Trenton, TN 38382",Tennessee,United States,Gibson,na,na,na,na,na,35.9801,-88.9302,2
43063,Crossroads Women's Clinic,na,na,"120 Church St
Tiptonville, TN 38079",Tennessee,United States,Lake,na,na,na,na,na,36.3789,-89.4862,2
43062,Open Door Pregnancy & Resource Center,na,na,"1109 S Main St
Springfield, TN 37172",Tennessee,United States,Robertson,na,na,na,na,na,36.5028,-86.8864,2
43061,Pregnancy Centers of Middle Tennessee,na,na,"2206 Spedale Ct, Ste 4
Spring Hill, TN 37174",Tennessee,United States,Robertson,na,na,na,na,na,35.7788,-86.9128,2
43060,The Care Center,na,na,"800 New Lake Rd
Spring City, TN 37381",Tennessee,United States,Rhea,na,na,na,na,na,35.6866,-84.8551,2
43059,Clean Heart Christian Ministries,na,na,"17 E Maple St
Sparta, TN 38583",Tennessee,United States,White,na,na,na,na,na,35.925,-85.4638,2
43058,First Choice Pregnancy Counseling Center,na,na,"1102 Madison St
Shelbyville, TN 37160",Tennessee,United States,Bedford,na,na,na,na,na,35.4853,-86.4332,2
43056,Women's Care Center,na,na,"800 Park Rd
Sevierville, TN 37862",Tennessee,United States,Sevier,na,na,na,na,na,35.8571,-83.5583,2
43055,Hawkins County Pregnancy Help Center,na,na,"207 Hawkins St
Rogersville, TN 37857",Tennessee,United States,Hawkins,na,na,na,na,na,36.412,-82.9983,2
43054,Life Choices Pregnancy Resource Center,na,na,"412 S 2nd St
Pulaski, TN 38478",Tennessee,United States,Giles,na,na,na,na,na,35.1958,-87.0341,2
43053,Tomorrow's Hope Pregnancy Medical Clinic,na,na,"211 N Brewer St
Paris, TN 38242",Tennessee,United States,Henry,na,na,na,na,na,36.303,-88.3241,2
43052,Pregnancy Care Center,na,na,"4989 Lebanon Pike
Old Hickory, TN 37138",Tennessee,United States,Davidson,na,na,na,na,na,36.2174,-86.5841,2
43051,Choices Resource Center,na,na,"170 Raleigh Rd
Oak Ridge, TN 37830",Tennessee,United States,Anderson,na,na,na,na,na,36.0142,-84.2681,2
43050,Options Pregnancy Help Center,na,na,"434 Duncan St
Newport, TN 37821",Tennessee,United States,Cocke,na,na,na,na,na,35.9757,-83.1849,2
43049,Catholic Charities of East Tennessee,na,na,"2967 Hwy 297
Newcomb, TN 37819",Tennessee,United States,Campbell,na,na,na,na,na,36.5531,-84.1676,2
43047,Hope Clinic for Women,na,na,"1810 Hayes St
Nashville, TN 37203",Tennessee,United States,Davidson,na,na,na,na,na,36.1537,-86.7977,2
43046,Portico,na,na,"745 S Church St, Ste 801
Murfreesboro, TN 37130",Tennessee,United States,Rutherford,na,na,na,na,na,35.8382,-86.3907,2
43045,Pregnancy Support Center of Johnson County,na,na,"917 Crossroads Dr
Mountain City, TN 37683",Tennessee,United States,Johnson,na,na,na,na,na,36.4567,-81.7964,2
43044,Morritown Pregnancy Crisis Center,na,na,"304 Calvary Dr
Morristown, TN 37815",Tennessee,United States,Hamblen,na,na,na,na,na,36.2077,-83.2978,2
43043,Life Choices of Memphis,na,na,"5575 Raleigh-LaGrange 
Memphis, TN 38134",Tennessee,United States,Shelby,na,na,na,na,na,35.1834,-89.8774,2
43042,Life Choices of Memphis,na,na,"2400 Poplar Ave, Ste 500
Memphis, TN 38112",Tennessee,United States,Shelby,na,na,na,na,na,35.14,-89.9805,2
43041,Birthright of Memphis,na,na,"115 Alexander St
Memphis, TN 38111",Tennessee,United States,Shelby,na,na,na,na,na,35.1286,-89.951,2
43040,Beating Hearts Help Center,na,na,"21203 Hwy 22
McKenzie, TN 38201",Tennessee,United States,Carroll,na,na,na,na,na,36.1082,-88.4907,2
43039,Pregnancy Resource Center,na,na,"103 Station Dr
Maryville, TN 37804",Tennessee,United States,Blount,na,na,na,na,na,35.7591,-83.9641,2
43038,Oasis Medical,na,na,"244 Dustin Laird Dr
Martin, TN 38237",Tennessee,United States,Weakley,na,na,na,na,na,36.3402,-88.8752,2
43037,Life Choices,na,na,"300 W Fort St
Manchester, TN 37355",Tennessee,United States,Coffee,na,na,na,na,na,35.484,-86.0908,2
43036,Lewisburg Pregnancy Resource Center,na,na,"101 3rd Ave N 
Lewisburg, TN 37091",Tennessee,United States,Marshall,na,na,na,na,na,35.4495,-86.79,2
43035,Catholic Charities of East Tennessee,na,na,"2221 Jacksboro Pike, Ste 16
LaFollette, TN 37766",Tennessee,United States,Campbell,na,na,na,na,na,36.3472,-84.1596,2
43033,Hope Resource Center,na,na,"2700 Painter Ave
Knoxville, TN 37919",Tennessee,United States,Knox,na,na,na,na,na,35.9541,-83.9483,2
43032,Pregnancy Help Center,na,na,"119 Dameron Ave
Knoxville, TN 37917",Tennessee,United States,Knox,na,na,na,na,na,35.9789,-83.9279,2
43031,Hope House Maternity Home and Crisis Pregnancy Resource Center,na,na,"1567 N Eastman Rd, Ste 7 Kingsport, TN 37664",Tennessee,United States,Sullivan,na,na,na,na,na,36.5359,-82.5249,2
43030,Agape Women's Services,na,na,"817 W Walnut St, Ste 5A
Johnson City, TN 37604",Tennessee,United States,Washington,na,na,na,na,na,36.3073,-82.3635,2
43029,Catholic Charities of East Tennessee,na,na,"1409 W Market St, Ste 109
Johnson City, TN 37604",Tennessee,United States,Washington,na,na,na,na,na,36.3127,-82.3817,2
43027,Life Outreach Center Resources,na,na,"1179 N Hwy 92
Jefferson City, TN 37760",Tennessee,United States,Jefferson,na,na,na,na,na,36.1064,-83.4854,2
43026,Birth Choice,na,na,"391 Wallace Rd
Jackson, TN 38305",Tennessee,United States,Madison,na,na,na,na,na,35.6504,-88.8465,2
43024,Community Pregnancy Center,na,na,"783 McMurry Blvd E
Hartsville , TN 37074",Tennessee,United States,Trousdale,na,na,na,na,na,36.3875,-86.1376,2
43023,The Hope Center,na,na,"314 Tusculum Blvd
Greeneville, TN 37745",Tennessee,United States,Greene,na,na,na,na,na,36.1671,-82.8233,2
43022,Cumberland Crisis Pregnancy Center,na,na,"2229 Nashville Pike
Gallatin, TN 37066",Tennessee,United States,Sumner,na,na,na,na,na,36.3386,-86.5352,2
43021,Crossroads Pregnancy Clinic,na,na,"1237 Huntsville Hwy, Ste E
Fayetteville, TN 37334",Tennessee,United States,Lincoln,na,na,na,na,na,35.1323,-86.5682,2
43020,Door of Hope,na,na,"1119 N Main Ave
Erwin, TN 37650",Tennessee,United States,Unicoi,na,na,na,na,na,36.1582,-82.4035,2
43019,TLC Community Center,na,na,"145 Judge Don Lewis Blvd
Elizabethton, TN 37643",Tennessee,United States,Carter,na,na,na,na,na,36.36,-82.1901,2
43018,Life Choices Dyersburg,na,na,"640-F Hwy 51
Dyersburg, TN 38025",Tennessee,United States,Dyer,na,na,na,na,na,36.0228,-89.4074,2
43017,Next Step Resources Center,na,na,"1817 Old York Hwy E
Dunlap, TN 37327",Tennessee,United States,Sequatchie,na,na,na,na,na,35.3686,-85.3855,2
43016,CareNet Pregnancy Medical Center,na,na,"305 S Main St
Dickson, TN 37055",Tennessee,United States,Dickson,na,na,na,na,na,36.0735,-87.3918,2
43015,The Care Center,na,na,"285 Main St
Dayton, TN 37321",Tennessee,United States,Rhea,na,na,na,na,na,35.4922,-85.0135,2
43014,Plateau Pregnancy Servcies,na,na,"99 Walker Hill St
Crossville, TN 38555",Tennessee,United States,Cumberland,na,na,na,na,na,35.9731,-85.037,2
43013,Cookeville Pregnancy Clinic,na,na,"714 N Dixie Ave
Cookeville, TN 38501",Tennessee,United States,Putnam,na,na,na,na,na,36.1718,-85.5028,2
43012,Pregnancy Centers of Middle Tennessee,na,na,"704 Dunnington St
Columbia, TN 38401",Tennessee,United States,Maury,na,na,na,na,na,35.6164,-87.0398,2
43011,Life Choices,na,na,"38 S Industrial Park Rd
Coalmont, TN 37313",Tennessee,United States,Grundy,na,na,na,na,na,35.3787,-85.7084,2
43010,New Hope Pregnancy Care Center,na,na,"353 Worth St NW
Cleveland, TN 37311",Tennessee,United States,Bradley,na,na,na,na,na,35.1625,-84.8762,2
43009,Hope Pregnancy Center,na,na,"325 N 2nd St
Clarksville, TN 37040",Tennessee,United States,Montgomery,na,na,na,na,na,36.5311,-87.3596,2
43007,Choices,na,na,"6232 Vance Rd
Chattanooga, TN 37421",Tennessee,United States,Hamilton,na,na,na,na,na,35.0317,-85.1867,2
43006,Catholic Charities of East Tennessee,na,na,"5720 Uptain Rd, Ste 4200
Chattanooga, TN 37411",Tennessee,United States,Hamilton,na,na,na,na,na,35.0094,-85.2102,2
43005,Smith County Pregnancy Help Center,na,na,"108 College Ave W
Carthage, TN 37030",Tennessee,United States,Smith,na,na,na,na,na,36.2552,-85.9522,2
43004,FYI Clinic,na,na,"1241 Hwy 70 W
Camden, TN 38320",Tennessee,United States,Benton,na,na,na,na,na,36.0537,-88.1175,2
43003,Abortion Alternatives and Crisis Pregnancy Center,na,na,"17 24th St
Bristol, TN 37620",Tennessee,United States,Sullivan,na,na,na,na,na,36.5951,-82.2087,2
43001,Full Circle Medical Center for Women,na,na,"510 Old Riceville Rd
Athens, TN 37303",Tennessee,United States,Mcminn,na,na,na,na,na,35.4451,-84.6142,2
42011,Lutheran Social Services,na,na,"705 E 41st St, Ste 200
Sioux Falls, SD 57105",South Dakota,United States,Minnehaha,na,na,na,na,na,43.5146,-96.718,2
42010,Black Hills Pregnancy Center,na,na,"1774 Centre St, Ste 1
Rapid City, SD 57703",South Dakota,United States,Pennington,na,na,na,na,na,44.0761,-103.182,2
42009,Birthright of Sioux Falls,na,na,"101 N Indiana Ave
Sioux Falls, SD 57103",South Dakota,United States,Minnehaha,na,na,na,na,na,43.5479,-96.7167,2
42008,Birthright of Rapid City,na,na,"2002 5th St
Rapid City, SD 57701",South Dakota,United States,Pennington,na,na,na,na,na,44.0664,-103.226,2
42007,Birthright of Pierre,na,na,"314 S Henry St
Pierre, SD 57501",South Dakota,United States,Hughes,na,na,na,na,na,44.3682,-100.358,2
42006,Birthright of Brookings,na,na,"1321 1/4 8th St
Brookings, SD 57006",South Dakota,United States,Brookings,na,na,na,na,na,44.3144,-96.7823,2
42005,Option 1 Women's Health Center,na,na,"103B 22nd Ave
Brookings, SD 57006",South Dakota,United States,Brookings,na,na,na,na,na,44.3055,-96.7682,2
42004,Planning Life,na,na,"225 E 11th St, Ste 206
Sioux Falls, SD 57104",South Dakota,United States,Minnehaha,na,na,na,na,na,43.5445,-96.7242,2
42003,Bella Pregnancy Resource Center,na,na,"119 E Grant St, Ste 2
Spearfish, SD 57783",South Dakota,United States,Lawrence,na,na,na,na,na,44.4877,-103.858,2
42002,Alpha Center,na,na,"3405 S Kiwanis Ave
Sioux Falls, SD 57105",South Dakota,United States,Minnehaha,na,na,na,na,na,43.514,-96.7615,2
42001,Plus One Guidance Center,na,na,"35 Market St
Huron, SD 57350",South Dakota,United States,Beadle,na,na,na,na,na,44.3659,-98.2137,2
41037,Union County Pregnancy Center,na,na,"115 E Main St
Union, SC 29379",South Carolina,United States,Union,na,na,na,na,na,34.7154,-81.6232,1
41036,Pregnancy Center & Clinic of the Low Country,na,na,"11332 N Jacob Smart Blvd
Ridgeland, SC 29936",South Carolina,United States,Jasper,na,na,na,na,na,32.4879,-80.9766,2
41035,Pregnancy Center & Clinic of the Low Country,na,na,"19 Moss Creek Village
Hilton Head Island, SC 29926",South Carolina,United States,Beaufort,na,na,na,na,na,32.2366,-80.8053,2
41034,Coastline Women's Center Pregnancy Medical Clinic,na,na,"4085 Mineola Ave
Little River, SC 29566",South Carolina,United States,Horry,na,na,na,na,na,33.8826,-78.6164,2
41032,LaVie Pregnancy Care Center,na,na,"1271 Calks Ferry Rd
Lexington, SC 29072",South Carolina,United States,Lexington,na,na,na,na,na,33.9403,-81.331,2
41031,The Pregnancy Center of Dillon County,na,na,"310 E Washington St
Dillon, SC 29536",South Carolina,United States,Dillon,na,na,na,na,na,34.4181,-79.3674,2
41030,CrossRoads Pregnancy Center,na,na,"428 Grace St
Greenwood, SC 29649",South Carolina,United States,Greenwood,na,na,na,na,na,34.2015,-82.1605,2
41029,DAZZ Orangeburg,na,na,"923 Chestnut St
Orangeburg, SC 29115",South Carolina,United States,Orangeburg,na,na,na,na,na,33.5083,-80.8545,2
41028,Foothills Care Center,na,na,"107 Wall St, #2
Clemson, SC 29631",South Carolina,United States,Pickens,na,na,na,na,na,34.6903,-82.8356,2
41027,Coastline Women's Center Pregnancy Medical Clinic,na,na,"3926 Wesley St, Unit 303
Myrtle Beach, SC 29579",South Carolina,United States,Horry,na,na,na,na,na,33.719,-78.9411,2
41026,Birthright of Georgetown,na,na,"1905 Front St
Georgetown, SC 29440",South Carolina,United States,Georgetown,na,na,na,na,na,33.3742,-79.2975,2
41025,The Advocacy Pregnancy & Parenting Resource Center,na,na,"190 S Lafayette Rd Sumter, SC 29150",South Carolina,United States,Sumter,na,na,na,na,na,33.912,-80.3382,2
41024,Sumter Pregnancy Center,na,na,"21 Barnette Dr
Sumter, SC 29150",South Carolina,United States,Sumter,na,na,na,na,na,33.9181,-80.3638,2
41023,Carolina Pregnancy Center,na,na,"103 Metro Dr
Spartanburg, SC 29303",South Carolina,United States,Spartanburg,na,na,na,na,na,34.9775,-81.9497,2
41022,Foothills Care Center,na,na,"207 Main St
Seneca, SC 29678",South Carolina,United States,Oconee,na,na,na,na,na,34.6852,-82.9528,2
41021,Alpha Pregnancy Center,na,na,"1551 Remount Rd, Ste C
North Charleston, SC 29405",South Carolina,United States,Charleston,na,na,na,na,na,32.9004,-80.0038,2
41020,Lifebridge,na,na,"1510 Main St
Newberry, SC 29108",South Carolina,United States,Newberry,na,na,na,na,na,34.2752,-81.6168,2
41019,Women's Enrichment Center,na,na,"720 S Main St
Lancaster, SC 29720",South Carolina,United States,Lancaster,na,na,na,na,na,34.7113,-80.766,2
41018,Pregnancy Center & Clinic of the Low Country,na,na,"1 Cardinal Rd, Stes 1 & 2
Hilton Head, SC 29926",South Carolina,United States,Beaufort,na,na,na,na,na,32.2221,-80.7043,2
41017,Piedmont Women's Center,na,na,"100 Collins Dr
Greer, SC 29615",South Carolina,United States,Greenville,na,na,na,na,na,34.9464,-82.2141,2
41016,Piedmont Women's Center Pregnancy Medical Clinic,na,na,"1143 Grove Rd
Greenville, SC 29605",South Carolina,United States,Greenville,na,na,na,na,na,34.8084,-82.4206,2
41015,Cherokee Pregnancy Center Options Medical,na,na,"1719 Old Georgia Hwy
Gaffney, SC 29341",South Carolina,United States,Cherokee,na,na,na,na,na,35.0599,-81.6744,2
41014,A Choice to Make Pregnancy Resource Center,na,na,"516 S Coit St
Florence, SC 29501",South Carolina,United States,Florence,na,na,na,na,na,34.189,-79.7695,2
41013,Hope Women's Center,na,na,"879 Gentry Memorial Hwy
Easley, SC 29641",South Carolina,United States,Pickens,na,na,na,na,na,34.8419,-82.6433,2
41012,Coastline Women's Center Pregnancy Medical Clinic,na,na,"1607 9th Ave
Conway, SC 29526",South Carolina,United States,Horry,na,na,na,na,na,33.8381,-79.059,2
41011,Daybreak LifecCare Center,na,na,"1601 St Julian Pl
Columbia, SC 29204",South Carolina,United States,Richland,na,na,na,na,na,34.015,-81.0018,2
41010,Birthright of Columbia,na,na,"1316 Richard St
Columbia, SC 29201",South Carolina,United States,Richland,na,na,na,na,na,34.0111,-81.0351,2
41009,Palmetto Women's Center,na,na,"828 Lucas St
Rock Hill, SC 29730",South Carolina,United States,York,na,na,na,na,na,34.936,-81.0201,2
41008,Birthright of Greenville,na,na,"21 Ellison St
Greenville, SC 29607",South Carolina,United States,Greenville,na,na,na,na,na,34.8442,-82.366,2
41006,Lowcountry Pregnancy Center,na,na,"7481 Northside Dr, Stes B & C
North Charleston, SC 29420",South Carolina,United States,Dorchester,na,na,na,na,na,32.9381,-80.0514,2
41005,DAZZ Charleston,na,na,"1106 B St Andrews Blvd, Ste B
Charleston, SC 29407",South Carolina,United States,Charleston,na,na,na,na,na,32.7966,-79.9947,2
41004,Birthright of Charleston,na,na,"1365 Ashley River Rd
Charleston, SC 29414",South Carolina,United States,Charleston,na,na,na,na,na,32.8976,-80.1384,2
41003,Radiance Women's Center,na,na,"21 Marshellen Dr
Beaufort, SC 29902",South Carolina,United States,Beaufort,na,na,na,na,na,32.3799,-80.7234,2
41002,Anderson Pregnancy Care,na,na,"1303 N Murray Ave
Anderson, SC 29625",South Carolina,United States,Anderson,na,na,na,na,na,34.5141,-82.6552,2
41001,Life Choices Pregnancy Care Center,na,na,"1900 Whiskey Rd
Aiken, SC 29803",South Carolina,United States,Aiken,na,na,na,na,na,33.5239,-81.7184,2
40003,Harmony Women's Care Center,na,na,"35 Greenwich St
Providence, RI 02907",Rhode Island,United States,Providence,na,na,na,na,na,41.8024,-71.427,2
40002,Deborah K. Fallacaro Pregnancy Center of Westerly,na,na,"111 High St
Westerly, RI 02891",Rhode Island,United States,Washington,na,na,na,na,na,41.3811,-71.8252,2
40001,Mother of Life Pregnancy Center,na,na,"400 Atwells Ave
Providence, RI 02909",Rhode Island,United States,Providence,na,na,na,na,na,41.8237,-71.4308,2
39177,Life Line,na,na,"1031 Germania Rd Frenchville, PA 16335",Pennsylvania,United States,Crawford,na,na,na,na,na,41.0831,-78.2107,1
39176,Pregnancy Center of Meadville,na,na,"657 Pine St Meadville, PA 16335",Pennsylvania,United States,Crawford,na,na,na,na,na,41.6329,-80.1394,1
39175,"Heartbeat Community Services, Inc",na,na,"705 E Sunbury St Millerstown, PA 17062",Pennsylvania,United States,Perry,na,na,na,na,na,40.5532,-77.148,1
39174,Tower of Hope Pregnancy and Family Support Center,na,na,"315 8th St New Brighton, PA 15066",Pennsylvania,United States,Beaver,na,na,na,na,na,40.7357,-80.314,1
39173,East Liberty Women's Care Center,na,na,"114 N Highland Ave Pittsburgh, PA 15206",Pennsylvania,United States,Allegheny,na,na,na,na,na,40.4618,-79.9244,1
39172,Birthright of Sunbury,na,na,"40 S 5th St, Ste 1 Sunbury, PA 17801",Pennsylvania,United States,Northumberland,na,na,na,na,na,40.8597,-76.7895,1
39171,People In Need,na,na,"229 Portersville Rd
Ellwood City, PA 16117",Pennsylvania,United States,Lawrence,na,na,na,na,na,40.8583,-80.263,1
39170,Alpha Omega Center,na,na,"3096 Sandy Lake - Grove City Rd
Sandy Lake, PA 16153",Pennsylvania,United States,Mercer,na,na,na,na,na,41.3405,-80.0779,2
39169,"Women's Care Center of Erie County, Inc.",na,na,"150 W Main St
Girard, PA 16417",Pennsylvania,United States,Erie,na,na,na,na,na,41.9993,-80.3198,1
39168,Life Line Pregnacy & Infant Services,na,na,"416 Arnold Ave
Clearfield, PA 16830",Pennsylvania,United States,Clearfield,na,na,na,na,na,41.0118,-78.4395,1
39167,Cradle Pregnancy Resource Center,na,na,"2242 Mt Carmel Ave
Glenside, PA 19038",Pennsylvania,United States,Montgomery,na,na,na,na,na,40.101,-75.151,1
39166,Community Women's Center of Bucks County,na,na,"712 Veterans Hwy
Bristol, PA 19007",Pennsylvania,United States,Bucks,na,na,na,na,na,40.1052,-74.8758,2
39165,Birthright of Westchester,na,na,"112 S High St
West Chester, PA 19382",Pennsylvania,United States,Chester,na,na,na,na,na,39.9583,-75.6032,1
39164,A Baby's Breath,na,na,"152 Church St
Phoenixville, PA 19460",Pennsylvania,United States,Chester,na,na,na,na,na,40.1329,-75.5142,2
39163,The Guidance Center,na,na,"110 Campus Dr
Bradford, PA 16701",Pennsylvania,United States,Mckean,na,na,na,na,na,41.9543,-78.6609,1
39162,The Guidance Center,na,na,"415 W Main St
Smethport, PA 16749",Pennsylvania,United States,Mckean,na,na,na,na,na,41.8094,-78.4458,1
39161,The Guidance Center,na,na,"300 N Fraley St
Kane, PA 16735",Pennsylvania,United States,Mckean,na,na,na,na,na,41.6653,-78.8114,1
39160,The Guidance Center,na,na,"994 Beaver Dr
DuBois, PA 15801",Pennsylvania,United States,Clearfield,na,na,na,na,na,41.119,-78.733,1
39159,The Guidance Center,na,na,"1307 Bucktail Rd
St Marys, PA 15857",Pennsylvania,United States,Elk,na,na,na,na,na,41.4286,-78.5273,1
39158,Catholic Charities,na,na,"32 S St Marys St, #9
St Marys, PA 15857",Pennsylvania,United States,Elk,na,na,na,na,na,41.4268,-78.5616,1
39157,Catholic Charities,na,na,"1310 S Center St
Grove City, PA 16127",Pennsylvania,United States,Mercer,na,na,na,na,na,41.1544,-80.1026,1
39156,Catholic Charities,na,na,"85 N High St
Greenville, PA 16125",Pennsylvania,United States,Mercer,na,na,na,na,na,41.4062,-80.3965,1
39155,Catholic Charities,na,na,"90 Beaver Dr
DuBois, PA 15801",Pennsylvania,United States,Clearfield,na,na,na,na,na,41.1211,-78.7497,1
39154,Catholic Charities,na,na,"312 E Market St
Clearfield, PA 16830",Pennsylvania,United States,Clearfield,na,na,na,na,na,41.0224,-78.4356,1
39153,Catholic Charities,na,na,"125 Main Street
Bradford, PA 16701",Pennsylvania,United States,Mckean,na,na,na,na,na,41.9561,-78.6464,1
39152,Catholic Charities of Pittsburgh,na,na,"212 9th St
Pittsburgh, PA 15222",Pennsylvania,United States,Allegheny,na,na,na,na,na,40.4434,-79.9983,1
39151,Catholic Charities of Pittsburgh,na,na,"72 E High St
Waynesburg, PA 15370",Pennsylvania,United States,Greene,na,na,na,na,na,39.8965,-80.1858,1
39150,Catholic Charities of Pittsburgh,na,na,"6 N Mill St
New Castle, PA 16101",Pennsylvania,United States,Lawrence,na,na,na,na,na,41.0007,-80.3442,1
39149,Catholic Charities of Pittsburgh,na,na,"331 S Main St
Washington, PA 15301",Pennsylvania,United States,Washington,na,na,na,na,na,40.1661,-80.2443,1
39148,Catholic Charities of Pittsburgh,na,na,"821 1/2 E Brady St
Butler, PA 16001",Pennsylvania,United States,Butler,na,na,na,na,na,40.864,-79.8904,1
39147,Catholic Charities of Pittsburgh,na,na,"276 E End Ave
Beaver, PA 15009",Pennsylvania,United States,Beaver,na,na,na,na,na,40.6977,-80.2974,1
39146,Catholic Charities,na,na,"329 W 10th St
Erie, PA 16502",Pennsylvania,United States,Erie,na,na,na,na,na,42.1228,-80.0896,1
39145,Catholic Charities,na,na,"995 Linden St
Sharon, PA 16146",Pennsylvania,United States,Mercer,na,na,na,na,na,41.235,-80.4912,1
39144,Catholic Social Services,na,na,"100 N Wilkes-Barre Blvd
Wilkes Barre, PA 18702",Pennsylvania,United States,Luzerne,na,na,na,na,na,41.2432,-75.8778,1
39143,Catholic Social Services,na,na,"200 W Chapel St
Hazelton, PA 18201",Pennsylvania,United States,McKean,na,na,na,na,na,40.9519,-75.9788,1
39142,Catholic Social Services,na,na,"34 River St
Carbondale, PA 18407",Pennsylvania,United States,Lackawanna,na,na,na,na,na,41.5735,-75.5041,1
39141,Choices Pregnancy Services,na,na,"2429 E Carson St, Ste 301
Pittsburgh, PA 15203",Pennsylvania,United States,Allegheny,na,na,na,na,na,40.4282,-79.9698,2
39140,Genesis Women's Clinic,na,na,"301 Gay St
Phoenixville, PA 19460",Pennsylvania,United States,Chester,na,na,na,na,na,40.1289,-75.5173,2
39139,Precious Life Inc.,na,na,"215 S Juliana St
Bedford, PA 15522",Pennsylvania,United States,Bedford,na,na,na,na,na,40.0166,-78.5031,1
39138,Options Women's Center,na,na,"1329 Wyoming Ave
Scranton, PA 18509",Pennsylvania,United States,Lackawanna,na,na,na,na,na,41.4227,-75.6501,1
39136,St. Joseph's Center,na,na,"2010 Adams Ave
Scranton, PA 18509",Pennsylvania,United States,Lackawanna,na,na,na,na,na,41.4308,-75.6382,1
39135,ChoiceOne,na,na,"2189 Second St Pike
Wrightstown, PA 18940",Pennsylvania,United States,Bucks,na,na,na,na,na,40.2587,-75.0017,2
39134,Women's Care Center,na,na,"40 S Richland Ave
York, PA 17404",Pennsylvania,United States,York,na,na,na,na,na,39.9548,-76.75,2
39132,People In Need,na,na,"125 S Mercer St
New Wilmington, PA 16142",Pennsylvania,United States,Lawrence,na,na,na,na,na,41.1222,-80.3314,1
39131,People In Need,na,na,"194 E State St
Sharon, PA 16146",Pennsylvania,United States,Mercer,na,na,na,na,na,41.2327,-80.5056,1
39130,People In Need,na,na,"502 Ferry St
East Brady, PA 16028",Pennsylvania,United States,Clarion,na,na,na,na,na,40.9853,-79.6129,1
39129,People In Need,na,na,"2140 Highland Rd
Hermitage, PA 16148",Pennsylvania,United States,Mercer,na,na,na,na,na,41.2378,-80.4689,1
39128,People In Need,na,na,"2703 W State St
New Castle, PA 16101",Pennsylvania,United States,Lawrence,na,na,na,na,na,41.0138,-80.4003,1
